etiket,metin,label,metin_tr,metin_islenmis
ham,Have you not finished work yet or something?,0,Henüz işini falan bitirmedin mi?,henüz işini falan bitirmedin
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0,Yarın tiyatroya gitmeyeceğim. . . Böylece beni çağırdığın yere gelebilirim. . . Yarın nereye ve ne zaman geleceğimi söyle bana,yarın tiyatroya gitmeyeceğim böylece beni çağırdığın yere gelebilirim yarın nereye zaman geleceğimi söyle bana
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,1,"Aferin İNGİLTERE! Resmi poli zil sesini veya renkli bayrağı cep telefonunuza alın! HEMEN 84199'a TONE veya BAYRAK mesajı gönderin! txt TR DURDUR seçeneğini devre dışı bırakın. Box39822 W111WX £1,50",aferin i ngi ltere resmi poli zil sesini renkli bayrağı cep telefonunuza alın hemen SAYI a tone bayrak mesajı gönderin txt tr durdur seçeneğini devre dışı bırakın box SAYI w SAYI wx SAYI SAYI
ham,Right it wasnt you who phoned it was someone with a number like yours!,0,"Evet, arayan sen değildin, seninkine benzer bir numaraya sahip biriydi!",evet arayan değildin seninkine benzer numaraya sahip biriydi
ham,It's ok i wun b angry. Msg u aft i come home tonight.,0,"Sorun değil, kızgınım. Bu akşam eve geldiğimde sana mesaj at.",sorun değil kızgınım akşam eve geldiğimde sana mesaj at
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0,Ben de iyi vakit geçirdim. Hafta sonlarımda değişiklik olsun diye biraz farklı bir şeyler yapmak güzel. yakında görüşürüz,iyi vakit geçirdim hafta sonlarımda değişiklik olsun biraz farklı şeyler yapmak güzel yakında görüşürüz
ham,Yo sorry was in the shower sup,0,Üzgünüm duştaydım,üzgünüm duştaydım
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",0,"Carlos yerde ama onu ondan almam gerekiyor, bu yüzden birazdan bize uğrayacağım",carlos yerde onu ondan almam gerekiyor yüzden birazdan bize uğrayacağım
ham,Full heat pa:-) i have applyed oil pa.,0,Tam ısı pa :-) yağ pa uyguladım.,tam ısı pa yağ pa uyguladım
ham,I'm stuck in da middle of da row on da right hand side of da lt... ,0,"Sıranın ortasında, sağ tarafta sıkışıp kaldım...",sıranın ortasında sağ tarafta sıkışıp kaldım
ham,Have you laid your airtel line to rest?,0,Airtel hattınızı dinlenmeye aldınız mı?,airtel hattınızı dinlenmeye aldınız
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0,"Merhaba, eğer hasta değilse doğum gününde 2'yi 4'e mi alacağınıza karar verdiniz mi, yoksa ona bakireden veya sumfing'den bir kupon alın",merhaba eğer hasta değilse doğum gününde SAYI yi SAYI e alacağınıza karar verdiniz yoksa ona bakireden sumfing den kupon alın
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1,FreeMsg: Txt: No: 86888'i ARAYIN ve telefonunuzdan kullanmak üzere 3 saatlik konuşma süresi ödülünüzü hemen alın! Abone ol6GBP/ay dahil 3 saat 16 aktarma?txtDurdur,freemsg txt no SAYI i arayin telefonunuzdan kullanmak üzere SAYI saatlik konuşma süresi ödülünüzü hemen alın abone ol SAYI gbp ay dahil SAYI saat SAYI aktarma txtdurdur
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",0,"Selam j! kendini daha iyi hissediyor musun, umarım çok tatlısın. şimdi kendimi hasta hissediyorum ve sanırım bende de bademcik iltihabı var! kahretsin, yatakta gerçekten sıkılmış halde yatıyorum. beni çok seviyorsun xxxx",selam j kendini iyi hissediyor musun umarım tatlısın şimdi kendimi hasta hissediyorum sanırım bende bademcik iltihabı kahretsin yatakta gerçekten sıkılmış halde yatıyorum beni seviyorsun xxxx
ham,And I don't plan on staying the night but I prolly won't be back til late,0,Ve geceyi orada geçirmeyi planlamıyorum ama muhtemelen geç saatlere kadar dönmeyeceğim,geceyi orada geçirmeyi planlamıyorum muhtemelen geç saatlere dönmeyeceğim
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,0,4 TEŞEKKÜR EDİYORUM DA FONE'U BENİ ÜZÜYORUZ!!,SAYI teşekkür edi yorum fone u beni üzüyoruz
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",0,"Sekizinciye ihtiyacım var ama kampüsün dışındayım, bir iki saat içinde açabilir miyim?",sekizinciye ihtiyacım kampüsün dışındayım iki saat içinde açabilir miyim
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",0,"Ah... Haha... Bugün biz de gitmeliydik... Tanrım, nvm la... Kaiez, caza falan gitmeyi düşünüyorum... Korkmuş hiphop açık yetişemiyor...",ah haha bugün gitmeliydik tanrım nvm la kaiez caza falan gitmeyi düşünüyorum korkmuş hiphop açık yetişemiyor
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,0,Koştum ama sadece 5 dakika dayanabildim ve sonra oksijene ihtiyaç duydum! Silindir seçeneğine başvurmak zorunda kalabiliriz!,koştum sadece SAYI dakika dayanabildim sonra oksijene ihtiyaç duydum silindir seçeneğine başvurmak zorunda kalabiliriz
ham,We live in the next  &lt;#&gt; mins,0,Bir sonraki &lt;#&gt; dakika,sonraki lt gt dakika
ham,Y de asking like this.,0,Sen böyle soruyorsun.,böyle soruyorsun
ham,Just glad to be talking to you.,0,Seninle konuştuğuma sevindim.,seninle konuştuğuma sevindim
ham,Wat time ü finish?,0,Ne zaman bitireceksin?,zaman bitireceksin
ham,Sorry da. I gone mad so many pending works what to do.,0,Üzgünüm da. O kadar çok bekleyen iş var ki ne yapacağımı delirdim.,üzgünüm bekleyen iş yapacağımı delirdim
ham,How much you got for cleaning,0,Temizlik için ne kadar aldın,temizlik aldın
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,0,bugün en sevdiğim kişi nasıl? çok mu çalışıyorsun? Geçen gece yine uyuyamadım neredeyse 4.30'da seni çalıyordu,bugün sevdiğim kişi nasıl çalışıyorsun geçen gece yine uyuyamadım neredeyse SAYI SAYI seni çalıyordu
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,1,Güneş Işığı Sınavı! Avustralya'nın başkentini söyleyebilirseniz süper bir Sony DVD kaydedici mi kazanacaksınız? MQUIZ'i 82277'ye gönderin. B,güneş işığı sınavı avustralya nın başkentini söyleyebilirseniz süper sony dvd kaydedici kazanacaksınız mquiz i SAYI ye gönderin b
ham,Ü called dad oredi...,0,Baba Oredi'yi aradın...,baba oredi yi aradın
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...,0,İyi. bana biraz resim gönderebilir misin? Üstünüzü ve altını görmek isterim...,i yi bana biraz resim gönderebilir misin üstünüzü altını görmek isterim
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,0,Nvm... Zaten spor ayakkabılarımı giyeceğim... Geç kalacağım leh.,nvm zaten spor ayakkabılarımı giyeceğim geç kalacağım leh
ham,"Sorry, I'll call later In meeting.",0,"Kusura bakma, daha sonra toplantıda arayacağım.",kusura bakma sonra toplantıda arayacağım
ham,THIS IS A LONG FUCKIN SHOWR,0,BU UZUN BİR GÖSTERİ,uzun bi r gösteri
ham,"Received, understood n acted upon!",0,"Alındı, anlaşıldı ve harekete geçildi!",alındı anlaşıldı harekete geçildi
ham,They finally came to fix the ceiling.,0,Sonunda tavanı tamir etmeye geldiler.,sonunda tavanı tamir etmeye geldiler
ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",0,"Hediyelerime her zaman ihtiyacın var çünkü aşkı kaçıramazsın. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'Bu mns prabha 'AŞK'tır Anladım. Beni yanıltma....",hediyelerime zaman ihtiyacın çünkü aşkı kaçıramazsın jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha aşk tır anladım beni yanıltma
ham,Jus finish blowing my hair. U finish dinner already?,0,Saçımı kurutmayı bırak artık. Yemeği bitirdin mi zaten?,saçımı kurutmayı bırak artık yemeği bitirdin zaten
ham,I'm on the bus. Love you,0,Otobüsteyim. Seni seviyorum,otobüsteyim seni seviyorum
ham,Lol ... I knew that .... I saw him in the dollar store,0,Hahaha... Bunu biliyordum.... Onu dolar dükkanında gördüm,hahaha bunu biliyordum onu dolar dükkanında gördüm
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,1000 £ garantili nakit veya 5000 £ ödül KAZANDIĞINIZ için lütfen 0800 169 6031 numaralı telefondan 10:00 - 21:00 saatleri arasında müşteri hizmetleri temsilcimizi arayın!,SAYI garantili nakit SAYI ödül kazandiğiniz lütfen SAYI SAYI SAYI numaralı telefondan SAYI SAYI SAYI SAYI saatleri arasında müşteri hizmetleri temsilcimizi arayın
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,1,Bugünün 7634 ile biten Voda numaraları 350 £ ödül almak üzere seçiliyor. Eşleşmeniz durumunda lütfen 08712300220 numaralı telefonu arayarak talep kodunu belirterek 7684 standart ücretlerinin geçerli olmasını sağlayın.,bugünün SAYI biten voda numaraları SAYI ödül almak üzere seçiliyor eşleşmeniz durumunda lütfen SAYI numaralı telefonu arayarak talep kodunu belirterek SAYI standart ücretlerinin geçerli olmasını sağlayın
ham,Only saturday and sunday holiday so its very difficult:),0,Sadece cumartesi ve pazar tatili o yüzden çok zor :),sadece cumartesi pazar tatili yüzden zor
ham,Everybody had fun this evening. Miss you.,0,Bu akşam herkes çok eğlendi. Seni özledim.,akşam herkes eğlendi seni özledim
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",0,"Benzin paranız var, az sonra Galileo ile muhteşem bir doğa macerasına mı çıkmak istiyorsunuz?",benzin paranız az sonra galileo muhteşem doğa macerasına çıkmak istiyorsunuz
ham,"I'm in a meeting, call me later at",0,"Toplantıdayım, beni daha sonra ara",toplantıdayım beni sonra ara
ham,Oh wow thats gay. Will firmware update help,0,Ah vay bu eşcinsel. Firmware güncellemesi yardımcı olur mu,ah vay eşcinsel firmware güncellemesi yardımcı olur
ham,These won't do. Have to move on to morphine,0,Bunlar işe yaramayacak. Morfine geçmem lazım,bunlar işe yaramayacak morfine geçmem lazım
ham,How come i din c ü... Yup i cut my hair...,0,Nasıl oldu da... Evet saçımı kestim...,nasıl oldu evet saçımı kestim
ham,K k pa Had your lunch aha.,0,K k pa Öğle yemeğini yedin aha.,k k pa öğle yemeğini yedin aha
ham,Oh ho. Is this the first time u use these type of words,0,Aman Tanrım. Bu tür kelimeleri ilk defa mı kullanıyorsunuz?,aman tanrım tür kelimeleri ilk defa kullanıyorsunuz
ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :),0,"Kaptan vijaykanth, Kaptan TV'de komedi yapıyor..sarhoş :)",kaptan vijaykanth kaptan tv komedi yapıyor sarhoş
ham,Of course. I guess god's just got me on hold right now.,0,Elbette. Sanırım Tanrı beni şu anda beklemeye aldı.,elbette sanırım tanrı beni şu anda beklemeye aldı
ham,Do you hide anythiing or keeping distance from me,0,Bir şey saklıyor musun yoksa benden uzak mı duruyorsun,şey saklıyor musun yoksa benden uzak duruyorsun
ham,Havent.,0,Hadi.,hadi
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,1,Dolandırılıyorsun! Mobil içeriğinizi www.clubmoby.com adresinden alın 08717509990 numaralı telefonu arayın poly/true/Pix/Ringtones/Games yalnızca 3 karşılığında altı indirme,dolandırılıyorsun mobil içeriğinizi URL adresinden alın SAYI numaralı telefonu arayın poly true pix ringtones games yalnızca SAYI karşılığında altı indirme
ham,Sorry i din lock my keypad.,0,Tuş takımımı kilitlediğim için üzgünüm.,tuş takımımı kilitlediğim üzgünüm
ham,Did u got that persons story,0,O kişinin hikayesini anladın mı?,kişinin hikayesini anladın
ham,Are you planning to come chennai?,0,Chennai'ye gelmeyi mi planlıyorsun?,chennai ye gelmeyi planlıyorsun
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,1,750 Görüntülü Telefon teklifimize yanıtınız için sizinle iletişime geçmeye çalıştık. 750 istediğiniz zaman herhangi bir ağ dakika Yarı Fiyatlı Hat Kiralama Kamera Yanıtlayın veya 08000930705'i arayın.,SAYI görüntülü telefon teklifimize yanıtınız sizinle iletişime geçmeye çalıştık SAYI istediğiniz zaman herhangi ağ dakika yarı fiyatlı hat kiralama kamera yanıtlayın SAYI i arayın
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,0,"Tanrı parmaklarınız arasında boşluk yarattı, bu yüzden özel olarak ellerinizi tutarak bu boşlukları dolduracaksınız.. Şimdi lütfen sorma, bacaklar arasında o kadar çok boşluk yarattı ki!!!",tanrı parmaklarınız arasında boşluk yarattı yüzden özel ellerinizi tutarak boşlukları dolduracaksınız şimdi lütfen sorma bacaklar arasında boşluk yarattı
ham,We are okay. Going to sleep now. Later,0,Biz iyiyiz. Şimdi uyuyacağım. Daha sonra,iyiyiz şimdi uyuyacağım sonra
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",0,"Lütfen kendinizi e-tehditlerden koruyun. SIB, e-posta yoluyla asla Şifre, ATM/SMS PIN gibi hassas bilgileri istemez. Şifrenizi asla kimseyle paylaşmayın.",lütfen kendinizi e tehditlerden koruyun sib e posta yoluyla asla şifre atm sms pin hassas bilgileri istemez şifrenizi asla kimseyle paylaşmayın
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,0,"Sonunda oldu..! Yıllar sonra..! BİRA artık PETROL'den daha ucuz! Devlet bizden ""İÇME""mizi bekliyor. . . Ama ""SÜRÜŞ"" yapmayın",sonunda oldu yıllar sonra bi ra artık petrol den ucuz devlet bizden i çme mizi bekliyor sürüş yapmayın
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,1,"400 £'luk bir YILBAŞI ÖDÜLÜ SİZİ BEKLİYOR! Bilgisayarımız, 400 £ ödül kazanmanız için sizi sadık mobil müşterilerimiz arasından rastgele seçti. 09066380611'i aramanız yeterli",SAYI luk yilbaşi ödülü si zi bekli yor bilgisayarımız SAYI ödül kazanmanız sizi sadık mobil müşterilerimiz arasından rastgele seçti SAYI i aramanız yeterli
ham,Where r e meeting tmr?,0,Tmr ile nerede buluşacağız?,tmr nerede buluşacağız
ham,Lol yes. But it will add some spice to your day.,0,Hahaha evet. Ancak gününüze biraz baharat katacaktır.,hahaha evet ancak gününüze biraz baharat katacaktır
ham,Hope you are having a great day.,0,Umarım harika bir gün geçiriyorsunuzdur.,umarım harika gün geçiriyorsunuzdur
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,0,Prasanth Ettans'ın annemiz dün gece vefat etti. Sadece onun ve ailesi için dua edin.,prasanth ettans ın annemiz dün gece vefat etti sadece onun ailesi dua edin
ham,"K, I'll work something out",0,"K, bir şeyler halledeceğim",k şeyler halledeceğim
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,1,ÖZEL! 2003 Hesap Özetiniz 800 kullanılmamış S.I.M. puanını gösteriyor. 08718738002'yi arayın Tanımlayıcı Kod: 48922 Geçerlilik tarihi 21/11/04,özel SAYI hesap özetiniz SAYI kullanılmamış s i m puanını gösteriyor SAYI yi arayın tanımlayıcı kod SAYI geçerlilik tarihi SAYI SAYI SAYI
ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,0,Bu mesaj Hindistan'daki büyük bir Doktordan geliyor:-): 1) APPY FIZZ içmeyin. Kansere neden olan yaş içerir,mesaj hindistan daki büyük doktordan geliyor SAYI appy fizz içmeyin kansere neden yaş içerir
ham,I cant pick the phone right now. Pls send a message,0,Şu anda telefonu açamıyorum. Lütfen mesaj gönderin,şu anda telefonu açamıyorum lütfen mesaj gönderin
ham,You call him and tell now infront of them. Call him now.,0,Onu ara ve şimdi onların önünde söyle. Onu şimdi ara.,onu ara şimdi onların önünde söyle onu şimdi ara
ham,Ok no prob...,0,Tamam sorun değil...,tamam sorun değil
ham,Ladies first and genus second k .,0,Bayanlar birinci ve cins ikinci k .,bayanlar birinci cins ikinci k
ham,No. Yes please. Been swimming?,0,Hayır. Evet lütfen. Yüzüyor muydun?,hayır evet lütfen yüzüyor muydun
ham,Mum not going robinson already.,0,Annem zaten Robinson'a gitmiyor.,annem zaten robinson a gitmiyor
ham,Ok set let u noe e details later...,0,"Tamam, ayrıntıları daha sonra size bildirelim...",tamam ayrıntıları sonra size bildirelim
ham,Not..tel software name..,0,Değil..tel yazılım adı..,değil tel yazılım adı
ham,I send the print  outs da.,0,Çıktıları da gönderiyorum.,çıktıları gönderiyorum
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,0,BEN GERÇEKTEN SOZ IMAT ANNEM 2NITE NE 2MORO HAKKINDA,gerçekten soz imat annem SAYI nite SAYI moro hakkinda
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",0,"Doğduğumda ALLAH, ""Ah Hayır! Başka bir salak"" dedi. Doğduğunuzda ALLAH ""Aman Hayır! REKABET"" dedi. Kim bilebilirdi, bir gün bu ikisi sonsuza kadar arkadaş olacaklardı!",doğduğumda allah ah hayır başka salak dedi doğduğunuzda allah aman hayır rekabet dedi kim bilebilirdi gün ikisi sonsuza arkadaş olacaklardı
ham,"I didnt get ur full msg..sometext is missing, send it again",0,"Mesajınızın tamamını alamadım..bir metin eksik, tekrar gönderin",mesajınızın tamamını alamadım metin eksik tekrar gönderin
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",0,"Muhtemelen hayır, neredeyse benzinim bitmek üzere ve yarın biraz nakit alacağım",muhtemelen hayır neredeyse benzinim bitmek üzere yarın biraz nakit alacağım
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1,Müşteri hizmetleri duyurusu. Yakın zamanda size teslimat yapmayı denedik ancak yapamadık. Lütfen yeniden planlamak için 07099833605'i arayın. Ref:9280114,müşteri hizmetleri duyurusu yakın zamanda size teslimat yapmayı denedik ancak yapamadık lütfen yeniden planlamak SAYI i arayın ref SAYI
ham,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,0,"2 sormayı unuttum, hepinize sorun.. Hediyenin üzerinde bir kart var... Nasıl? Hepiniz bir şey yazmak veya imzalamak mı istiyorsunuz?",SAYI sormayı unuttum hepinize sorun hediyenin üzerinde kart nasıl hepiniz şey yazmak imzalamak istiyorsunuz
ham,I'm leaving my house now.,0,Şimdi evimden çıkıyorum.,şimdi evimden çıkıyorum
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",1,"Merhaba bebeğim ben Chloe, nasılsın? Cumartesi gecesi bayıldım, harikaydı! Hafta sonunuz nasıldı? Beni mi özledin? SP Visionsms.com 150p/metin durdurmak için metin durdurma",merhaba bebeğim chloe nasılsın cumartesi gecesi bayıldım harikaydı hafta sonunuz nasıldı beni özledin sp visionsms com SAYI p metin durdurmak metin durdurma
ham,Ü ready then call me...,0,Hazır mısın o zaman beni ara...,hazır mısın zaman beni ara
ham,Wewa is 130. Iriver 255. All 128 mb.,0,Wewa 130. Iriver 255. Tamamı 128 mb.,wewa SAYI iriver SAYI tamamı SAYI mb
ham,It is a good thing I'm now getting the connection to bw,0,Artık bw ile bağlantı kurabilmem iyi bir şey,artık bw bağlantı kurabilmem iyi şey
ham,Sry da..jst nw only i came to home..,0,Üzgünüm...şimdi eve yeni geldim..,üzgünüm şimdi eve yeni geldim
ham,"That's cool he'll be here all night, lemme know when you're around",0,"Bütün gece burada olması harika, sen etrafta olduğunda haber ver",gece burada olması harika etrafta olduğunda haber ver
ham,Are you staying in town ?,0,Şehirde mi kalıyorsun?,şehirde kalıyorsun
ham,"Haha yeah, 2 oz is kind of a shitload",0,"Haha evet, 2 oz bir çeşit bok dolu",haha evet SAYI oz çeşit bok dolu
ham,Ok u can take me shopping when u get paid =D,0,"Tamam, ödemeni aldığında beni alışverişe götürebilirsin =D",tamam ödemeni aldığında beni alışverişe götürebilirsin d
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,"Hayatım benim için çok şey ifade ediyor, Hayatımı sevdiğimden değil, Hayatımdaki insanları sevdiğimden, Dünya onlara dost diyor, ben de Dünyam diyorum :-).. Ge:-)..",hayatım benim şey ifade ediyor hayatımı sevdiğimden değil hayatımdaki insanları sevdiğimden dünya onlara dost diyor dünyam diyorum ge
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",0,"Tamam, onu sana getireceğiz, &lt;#&gt;  dakika",tamam onu sana getireceğiz lt gt dakika
ham,But pls dont play in others life.,0,Ama lütfen başkalarının hayatında oynamayın.,lütfen başkalarının hayatında oynamayın
ham,Eatin my lunch...,0,Öğle yemeğimi yiyorum...,öğle yemeğimi yiyorum
ham,Hmmm.but you should give it on one day..,0,Hmmm.ama bir gün vermelisin..,hmmm gün vermelisin
ham,"Didn't try, g and I decided not to head out",0,"Denemedim, G ve ben dışarı çıkmamaya karar verdim",denemedim g dışarı çıkmamaya karar verdim
ham,Ok no prob,0,tamam sorun değil,tamam sorun değil
ham,Surly ill give it to you:-) while coming to review.,0,İncelemeye gelirken kesinlikle sana vereceğim :-).,i ncelemeye gelirken kesinlikle sana vereceğim
ham,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",0,Mart sonuna kadar hazır olmalıyım. Ama seni mutlaka arayacağım. Sorun şu ki sermayem hiçbir zaman tamamlanamıyor. Seninle nereye kadar? İş nasıl ve bayanlar,mart sonuna hazır olmalıyım seni mutlaka arayacağım sorun şu sermayem zaman tamamlanamıyor seninle nereye i ş nasıl bayanlar
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0,Tessy..lütfen bana bir iyilik yap. Lütfen Nimya'ya doğum günü dileklerimi iletin.. Lütfen bunu unutmayın. Bugün onun doğum günü Shijas,tessy lütfen bana iyilik yap lütfen nimya doğum günü dileklerimi iletin lütfen bunu unutmayın bugün onun doğum günü shijas
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0,Lütfen ona yemeğini tercihen çok yavaş ve bol şekerli olarak verin. Vermeniz bir saat kadar sürebilir. Ve sonra biraz su. Çok çok yavaş.,lütfen ona yemeğini tercihen yavaş bol şekerli verin vermeniz saat sürebilir sonra biraz su yavaş
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",1,"ACİL! Cep Numaranız 07808726822, 02/09/03 tarihinde 2.000 £ Bonus Arayan Ödülüne layık görüldü! Bu SİZİNLE iletişime geçmek için 2. girişimimiz! 0871-872-9758 BOX95QU’yu arayın",aci l cep numaranız SAYI SAYI SAYI SAYI tarihinde SAYI SAYI bonus arayan ödülüne layık görüldü si zi nle iletişime geçmek SAYI girişimimiz SAYI SAYI SAYI box SAYI qu yu arayın
ham,A guy who gets used but is too dumb to realize it.,0,Alışmış ama bunu fark edemeyecek kadar aptal bir adam.,alışmış bunu fark edemeyecek aptal adam
ham,"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",0,"Tamam dostum, birazdan burada olacağım, sadece bazı şeyleri halledeceğim.",tamam dostum birazdan burada olacağım sadece şeyleri halledeceğim
ham,Don no da:)whats you plan?,0,Hayır da :) ne planlıyorsun?,hayır planlıyorsun
ham,Yes fine ,0,Evet iyi,evet iyi
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,"WIN: Bir kazananımız var! Bay T. Foley bir iPod kazandı! Yakında daha heyecan verici ödüller olacak, bu yüzden bir gözünüzü cep telefonunuzdan ayırmayın veya www.win-82050.co.uk adresini ziyaret edin.",win kazananımız bay t foley ipod kazandı yakında heyecan verici ödüller olacak yüzden gözünüzü cep telefonunuzdan ayırmayın URL adresini ziyaret edin
ham,I liked the new mobile,0,Yeni cep telefonunu beğendim,yeni cep telefonunu beğendim
ham,Anytime...,0,Her zaman...,zaman
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,0,"Mmmmmmm *sana sokulur* ...*derin, memnun bir iç çeker* ... *fısıldar* ... seni o kadar çok seviyorum ki, buna zar zor dayanabiliyorum...",mmmmmmm sana sokulur derin memnun iç çeker fısıldar seni seviyorum buna zar zor dayanabiliyorum
ham,Yar but they say got some error.,0,Yar ama bir hata olduğunu söylüyorlar.,yar hata olduğunu söylüyorlar
ham,Hey anyway i have to :-),0,Neyse mecburum :-),neyse mecburum
ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,0,Vay be çok sağlıklı. Eski havaalanı rd lor. Başka bir şey düşünemiyorum. Ama daha sonra köpeğimi yıkayacağım.,vay be sağlıklı eski havaalanı rd lor başka şey düşünemiyorum sonra köpeğimi yıkayacağım
ham,Wif my family booking tour package.,0,Ailemle tur paketi rezervasyonu.,ailemle tur paketi rezervasyonu
ham,"Did you say bold, then torch later. Or one torch and 2bold?",0,"Cesur mu dedin, sonra ateşe ver. Yoksa bir meşale ve 2 kalın mı?",cesur dedin sonra ateşe ver yoksa meşale SAYI kalın
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",0,"Haha harika, bu konuda sana bilgi vermem gerekebilir, bu gece ne yapıyorsun?",haha harika konuda sana bilgi vermem gerekebilir gece yapıyorsun
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0,Vl verdiğini biliyordum..tamam teşekkürler kano..yine de 1. maaşınla ailenle birlikte tadını çıkar..:-);-),vl verdiğini biliyordum tamam teşekkürler kano yine SAYI maaşınla ailenle birlikte tadını çıkar
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,0,Huh çok yavaş sana uzun zaman önce ulaştım liao... U sadece 2 gün daha ve 4 gün daha leh...,huh yavaş sana uzun zaman önce ulaştım liao u sadece SAYI gün SAYI gün leh
ham,Thats cool princess! I will cover your face in hot sticky cum :),0,"Bu harika prenses! Yüzünü sıcak, yapışkan meni ile kaplayacağım :)",harika prenses yüzünü sıcak yapışkan meni kaplayacağım
